Unnamed: 0,file_name,label,GlobalSNR,SNR_TL,SNR_TR,SNR_BL,SNR_BR,SNR_std,SNR_max_min_diff,
0,a6dcb93f596a43249135678dfcfc17ea.jpg,1,9.079467898,8.462262385,6.635858475,10.82150491,13.35096528,2.522544075,6.715106803,
1,041be3153810433ab146bc97d5af505c.jpg,0,6.360139576,4.400897728,5.784604209,11.30225052,10.34542704,2.926621128,6.901352793,
2,615df26ce9494e5db2f70e57ce7a3a4f.jpg,1,9.688823317,12.15531044,7.228649347,9.45051512,14.49645487,2.741897804,7.267805521,
3,8542fe161d9147be8e835e50c0de39cd.jpg,0,14.18450759,22.11958933,11.44551307,14.46572585,14.08486165,3.978907534,10.67407626,
4,5d81fa12bc3b4cea8c94a6700a477cf2.jpg,1,7.3070368,6.727352021,7.26341261,8.259418888,7.127727014,0.563807123,1.532066866,
5,25ea852f30594bc5915eb929682af429.jpg,0,8.128148255,7.207734134,6.822101461,12.18043592,9.355835951,2.130151706,5.35833446,
6,e67085fb6d814cbabe08f978c738f3f7.jpg,1,5.438036358,3.279293082,2.027842497,14.94543485,11.01973896,5.366033085,12.91759235,
7,041c36d9269146cdb88e7526e3b91651.jpg,0,11.59268138,10.68151394,10.93211426,13.40101787,14.32770639,1.565996169,3.646192446,
8,4aea3b876247467c8d3713d4920148ab.jpg,1,3.761263551,0.000328713,5.259271715,5.418392873,7.122445229,2.670872679,7.122116515,
9,09708379751e44d0bc908d8652d0db3e.jpg,0,7.990917849,11.31442164,8.777392004,8.162804541,8.014555611,1.328531625,3.299866033,
10,774aeb00dbf44520bf3be78bb600bda9.jpg,1,7.233581707,11.16569042,6.769182282,7.570110845,8.135248769,1.663356133,4.396508139,
11,2275dc00b50f4183812b5c3930365598.jpg,0,9.321161693,11.10417644,12.10114359,8.187872688,12.74889806,1.745352897,4.561025372,
12,dea116642f354126b79d048de24010e3.jpg,1,6.575748051,3.802393375,6.319067717,7.748908919,9.902646321,2.217075593,6.100252946,
13,33a6a93ef8074ef684291557a00a408b.jpg,0,2.171131636,1.636834077,5.174651419,1.492341771,0.789952298,1.705369828,4.384699121,
14,340014208f2e46afb5fb1b0837bf52cf.jpg,1,9.055048401,8.899169837,8.888186533,10.66862014,9.036550915,0.750231397,1.78043361,
15,c098c9452c6748ca8d94134d898da05a.jpg,0,7.689949994,5.060482528,6.56916715,10.41851717,11.0995624,2.540434874,6.039079876,
16,fc9dbe25e2d54014a7fafd53198632f5.jpg,1,6.710028387,8.662505881,11.05768846,4.241965271,5.490095576,2.673390502,6.815723191,
17,91f5e18cdfde4d6b929561f4ec150bbf.jpg,0,10.3143072,9.522482673,14.45259434,9.170051778,14.37423451,2.536787074,5.28254256,
18,a02c596a83164f82b794b1b67ff7bcec.jpg,1,8.250472458,7.491062679,9.814789294,7.00114553,9.227199113,1.169162679,2.813643763,
19,6b1b4ec385c346cdb4b5c6e74837df2b.jpg,0,12.52828647,13.0854387,14.19180254,12.12000202,11.6690197,0.968972634,2.522782844,
20,42b279d1413246e3afeaa551b1502bb8.jpg,1,5.177269734,6.976730039,0.210424182,7.718001815,9.779240589,3.591318689,9.568816407,
21,886e1c69d7074598bc752912a7d73ff3.jpg,0,5.279293111,9.686683114,6.125787336,5.566207757,5.693751138,1.697753176,4.120475357,
22,efe82a7f77a5438bbf4b6027a858b6fd.jpg,1,4.209344728,4.739965303,5.791067786,5.292018211,2.409016492,1.295229747,3.382051294,
23,aad5711935d54a2cbbef72fd87e98faf.jpg,0,4.138356642,10.46171906,6.059704793,2.548297433,3.326439425,3.095545319,7.913421629,
24,0977e3fb55254712a6d62b23582f6ad8.jpg,1,5.939572553,5.3091141,8.900499724,4.45061175,6.288989375,1.669512543,4.449887974,
25,babe7b5ef1a9487493bc2a7ab72c95e9.jpg,0,11.07888968,13.13693603,11.84015555,12.09362008,9.902887654,1.168486639,3.234048375,
26,3789c19a070e46c498bf0f47a2385f06.jpg,1,6.401728513,7.92267501,3.109790796,8.897075238,7.297419735,2.209242651,5.787284442,
27,17ce0c8c6e5e4a86aa14106322120368.jpg,0,5.602711225,6.057452757,3.624452711,6.041349766,7.545144115,1.405515564,3.920691404,
28,2bfceb6a7168446bb4ab367b88461ea5.jpg,1,8.582457008,14.18825232,15.48476902,3.524822778,9.869672873,4.669492446,11.95994624,
29,966dafd3d701447ea3f3a06baa4f30cf.jpg,0,7.408732253,8.104495105,7.572056404,6.119261381,9.249979492,1.125394751,3.130718111,
30,f0fbb4fc010a4516b926ce16a597a896.jpg,1,5.362808084,6.921730331,3.501247831,8.216200724,3.978541082,1.975697123,4.714952893,
31,f4619b8c76e643ae94bcab199dd8aa40.jpg,0,8.935838351,8.568053062,6.732997434,11.63463697,11.370221,2.034443098,4.901639538,
32,749fb4df38824976bac554371e6cf7d3.jpg,1,5.353354564,7.783204391,5.637607268,3.498877489,5.308648445,1.521514891,4.284326902,
33,cff3e8fe3d794bbdac16ea3e65899203.jpg,0,8.748332234,9.917505006,8.553567379,9.640114548,10.27281042,0.642271296,1.719243037,
34,f8ce720b59f849c2a7d86d36420c591d.jpg,1,2.002983984,4.904251872,1.801263019,2.684508941,-0.794236063,2.040939871,5.698487935,
35,dc5d5ae4e4f344078e4c78f75b1de704.jpg,0,10.04654757,11.51361679,10.73445957,7.526059513,11.59915949,1.661074519,4.07309998,
36,08b784a25539430ab4b32586951687d9.jpg,1,2.762789422,4.241926137,5.835837488,2.521955503,-0.201312277,2.237275107,6.037149765,
37,d7488b07b60b4b9d966708aea7f584f1.jpg,0,5.308886051,13.07990906,14.2819805,2.172003563,3.930886817,5.367857688,12.10997694,
38,633d642bb7bf4b2caa1cc46e58eade76.jpg,1,5.519956538,5.121817667,2.506569094,8.67865477,7.946234424,2.445518674,6.172085676,
39,f3e6483c3b2e40cdbd38ee2b1cd0960a.jpg,0,6.796041124,8.230520147,7.408765729,4.872437943,9.287426209,1.630250979,4.414988267,
40,13665330566244eaa117ed74711f6005.jpg,1,4.744679169,4.526068032,5.819941802,4.273624108,4.617649129,0.596928789,1.546317694,
41,ab57b4840461487591c5c8f8769567e6.jpg,0,4.863459862,7.110826553,1.632472046,7.652049455,6.094085122,2.370490584,6.019577409,
42,4719f4c5ea464e3da82993ae9a0e280d.jpg,1,12.50634723,11.82437506,11.65657343,14.10793929,13.24979624,1.017306846,2.451365861,
43,0c65a469c285498e9da3b7ac6df9f83c.jpg,0,17.97195864,17.50619598,17.37722776,17.20572899,21.99340788,2.007834404,4.787678896,
44,d2fafb24a46d42738a7208e33b17b8a6.jpg,1,7.021341958,4.394652538,11.11915805,8.10778231,7.065979404,2.407336295,6.724505512,
45,a7a1b223bdfc4ae2adb35b34ea84be98.jpg,0,7.601721565,7.253320181,10.17504962,8.276437319,7.5745608,1.133202558,2.921729443,
46,c52ab42ba0f64a78a30aabac6c97e514.jpg,1,5.186277846,9.392703894,7.969707322,4.668860228,1.555351044,3.03621079,7.83735285,
47,9eb06d268a2d4031917ada5bb49bde22.jpg,0,5.862551529,7.668185368,6.045562519,7.049190819,4.080777654,1.3593353,3.587407714,
48,399d445c49d04ea88e06590c794425a3.jpg,1,3.486885403,3.365982404,3.041704097,4.622427216,3.295626531,0.613000926,1.580723119,
49,b88909d9d4354f00a980410051cbd144.jpg,0,6.411540834,5.017683614,9.264513919,5.651183575,7.233552689,1.639966031,4.246830305,
50,1b838f84e0e1443fb92e4187793f2bd3.jpg,1,7.118023618,8.135736979,6.8065329,5.126032162,9.316118684,1.559193224,4.190086523,
